20,40,0.21739129722118378
30,40,0.21739129722118378
40,40,0.21739129722118378
50,40,0.17391304671764374
60,40,0.21739129722118378
70,40,0.21739129722118378
80,40,0.21739129722118378
90,40,0.21739129722118378
100,40,0.21739129722118378
110,40,0.21739129722118378
120,40,0.21739129722118378
130,40,0.21739129722118378
140,40,0.21739129722118378
150,40,0.21739129722118378
160,40,0.21739129722118378
170,40,0.21739129722118378
180,40,0.21739129722118378
190,40,0.21739129722118378
200,40,0.21739129722118378
210,40,0.21739129722118378
220,40,0.21739129722118378
230,40,0.21739129722118378
240,40,0.21739129722118378
250,40,0.21739129722118378
260,40,0.21739129722118378
270,40,0.21739129722118378
280,40,0.21739129722118378
290,40,0.21739129722118378
300,40,0.21739129722118378
310,40,0.21739129722118378
320,40,0.21739129722118378
330,40,0.21739129722118378
340,40,0.21739129722118378
350,40,0.21739129722118378
360,40,0.21739129722118378
370,40,0.21739129722118378
380,40,0.21739129722118378
390,40,0.21739129722118378
400,40,0.21739129722118378
410,40,0.21739129722118378
420,40,0.21739129722118378
430,40,0.21739129722118378
440,40,0.21739129722118378
450,40,0.21739129722118378
460,40,0.21739129722118378
470,40,0.21739129722118378
480,40,0.21739129722118378
490,40,0.21739129722118378
500,40,0.21739129722118378
510,40,0.21739129722118378
520,40,0.21739129722118378
530,40,0.21739129722118378
540,40,0.21739129722118378
550,40,0.21739129722118378
560,40,0.21739129722118378
570,40,0.21739129722118378
580,40,0.21739129722118378
590,40,0.21739129722118378
600,40,0.21739129722118378
20,80,0.21739129722118378
30,80,0.21739129722118378
40,80,0.21739129722118378
50,80,0.17391304671764374
60,80,0.17391304671764374
70,80,0.17391304671764374
80,80,0.17391304671764374
90,80,0.17391304671764374
100,80,0.17391304671764374
110,80,0.1304347813129425
120,80,0.1304347813129425
130,80,0.1304347813129425
140,80,0.1304347813129425
150,80,0.1304347813129425
160,80,0.1304347813129425
170,80,0.1304347813129425
180,80,0.1304347813129425
190,80,0.17391304671764374
200,80,0.17391304671764374
210,80,0.17391304671764374
220,80,0.17391304671764374
230,80,0.17391304671764374
240,80,0.17391304671764374
250,80,0.17391304671764374
260,80,0.17391304671764374
270,80,0.17391304671764374
280,80,0.17391304671764374
290,80,0.17391304671764374
300,80,0.17391304671764374
310,80,0.17391304671764374
320,80,0.17391304671764374
330,80,0.17391304671764374
340,80,0.17391304671764374
350,80,0.17391304671764374
360,80,0.17391304671764374
370,80,0.17391304671764374
380,80,0.17391304671764374
390,80,0.17391304671764374
400,80,0.17391304671764374
410,80,0.17391304671764374
420,80,0.17391304671764374
430,80,0.17391304671764374
